Source_ID,Platform,Raw_Text,Cleaned_Text,Timestamp,Data_Type
GRP-XHS-6917141b0000000004000ab4,xiaohongshu,赛博朋克风拉满，舞台上的氛围感战神,赛博朋克风拉满，舞台上的氛围感战神,2025-11-14,note
GRP-XHS-68a328a7000000001c004504,xiaohongshu,🔪战术少女Outfit【武力值100突破！！】,战术少女Outfit【武力值100突破！】,2025-08-18,note
GRP-XHS-69f054a8000000001f0002b0,xiaohongshu,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,note
GRP-XHS-69aa29ee0000000023039968,xiaohongshu,破次元！当二次元机能少女走进现实 ⚡️,破次元！当二次元机能少女走进现实 ️,2026-03-18,note
GRP-XHS-693a84ad000000001e00c2bf,xiaohongshu,亚文化穿搭/WSW无身物,亚文化穿搭/WSW无身物,2025-12-11,note
GRP-XHS-6a0ffa220000000035023f00,xiaohongshu,穿一身黑真的很酷,穿一身黑真的很酷,2026-05-22 23:00,note
GRP-XHS-68c19517000000001d03874b,xiaohongshu,小帅一下,小帅一下,2025-09-10,note
GRP-XHS-6a05825d000000000702b197,xiaohongshu,超飒！城市拽酷机车少女提示词分享🏍️,超飒！城市拽酷机车少女提示词分享 ️,2026-05-14,note
GRP-XHS-6a00ae370000000006021063,xiaohongshu,《古墓丽影》｜现实版❗️女矿工是一种感觉,《古墓丽影》｜现实版 ️女矿工是一种感觉,2026-05-11,note
GRP-XHS-6a0b15450000000038037235,xiaohongshu,"None
你在多大程度上会推荐他人使用网页版小红书？",None 你在多大程度上会推荐他人使用网页版小红书？,2026-05-19,note
GRP-XHS-68bea965000000001d03b803,xiaohongshu,168/108斤 入秋冲锋衣穿搭 citywalk走起,168/108斤 入秋冲锋衣穿搭 citywalk走起,2025-09-08,note
GRP-XHS-6a104136000000003601bfaf,xiaohongshu,Fit check｜灰色系工业风穿搭🦾,Fit check｜灰色系工业风穿搭,2026-05-23 04:00,note
GRP-XHS-68b915e3000000001d006f2e,xiaohongshu,空天决战人型.,空天决战人型.,2025-09-04,note
GRP-XHS-68b063df000000001d01d584,xiaohongshu,分享一下我的户外机能系列作品集！👆🏻,分享一下我的户外机能系列作品集！,2025-08-28,note
GRP-XHS-68afb216000000001c013882,xiaohongshu,今天来个秋冬复古穿搭合集🍂抄作业,今天来个秋冬复古穿搭合集 抄作业,2025-08-28,note
GRP-XHS-6846cf5a0000000022035d51,xiaohongshu,为了挂通行证买了一件衣服,为了挂通行证买了一件衣服,2025-06-09,note
GRP-XHS-69950c88000000001d012fef,xiaohongshu,求类似reflem这件外套推荐,求类似reflem这件外套推荐,2026-02-18,note
GRP-XHS-69fda804000000001e00d51b,xiaohongshu,当你有一套机能风穿搭🖤,当你有一套机能风穿搭,2026-05-08,note
GRP-XHS-69300d92000000001b03083b,xiaohongshu,代号001 任务完成,代号001 任务完成,2025-12-03,note
GRP-XHS-68fd74df000000000301809d,xiaohongshu,hamcus FW25 小蛮腰穿搭LOOK,hamcus FW25 小蛮腰穿搭LOOK,2025-10-26,note
GRP-XHS-699abcd6000000000a02f96f,xiaohongshu,赛博废土风/NOMANIAI,赛博废土风/NOMANIAI,2026-02-24,note
GRP-XHS-697069960000000021033e97,xiaohongshu,你真的不能再搭机能风了,你真的不能再搭机能风了,2026-01-21,note
GRP-XHS-69f9cb9c000000003501f293,xiaohongshu,暗黑风穿搭/MOGONGSHE,暗黑风穿搭/MOGONGSHE,2026-05-05,note
GRP-XHS-694fc9a7000000001e002664,xiaohongshu,跑道上的高定！特步秀场运动装竟能这飒！,跑道上的高定！特步秀场运动装竟能这飒！,2025-12-27,note
GRP-XHS-6a0d0a090000000007028349,xiaohongshu,盘点逆子出的三套机能风,盘点逆子出的三套机能风,2026-05-21,note
GRP-XHS-69899818000000000b012092,xiaohongshu,亚比穿搭/失落后花园,亚比穿搭/失落后花园,2026-02-09,note
GRP-XHS-6a0d89520000000008000efe,xiaohongshu,158/88 暗黑系机能风,158/88 暗黑系机能风,2026-05-21,note
GRP-XHS-68b2d492000000001d011b65,xiaohongshu,这些年画的一些朋克风设计！！！,这些年画的一些朋克风设计！,2025-08-30,note
GRP-XHS-6a0350d70000000035022db1,xiaohongshu,工装机能风｜⚒️矿工力量感女性穿搭*4,工装机能风｜ ️矿工力量感女性穿搭*4,2026-05-13,note
GRP-XHS-6a1051f400000000350245b0,xiaohongshu,🔥男生夏日机能风穿搭！帅到炸街的硬核套,男生夏日机能风穿搭！帅到炸街的硬核套,2026-05-23 05:00,note
GRP-XHS-692ea7bd000000001e004b33,xiaohongshu,外星人小回,外星人小回,2025-12-02,note
GRP-XHS-6a0d697a0000000006021dff,xiaohongshu,水晶绿or冰川蓝？,水晶绿or冰川蓝？,2026-05-21,note
GRP-XHS-68b3af14000000001d02724a,xiaohongshu,夏天总要来一次海边,夏天总要来一次海边,2025-08-31,note
GRP-XHS-68d00161000000001300b472,xiaohongshu,台风天的机能玩家聚会,台风天的机能玩家聚会,2025-09-21,note
GRP-XHS-6a043518000000000702172d,xiaohongshu,服设参考|赛博机能风OC帅气穿搭,服设参考|赛博机能风OC帅气穿搭,2026-05-22 23:00,note
GRP-XHS-6a0fc668000000003501e727,xiaohongshu,山系极简穿搭,山系极简穿搭,2026-05-22 19:00,note
GRP-XHS-69de0324000000001d01e1d2,xiaohongshu,Midjourney 设计｜未来机能风服装系列,Midjourney 设计｜未来机能风服装系列,2026-04-14,note
GRP-XHS-6a0ecefd000000000803f6ee,xiaohongshu,None,None,2026-05-22,note
GRP-XHS-6a1039c0000000003502da2e,xiaohongshu,ootd✨机能风穿搭,ootd 机能风穿搭,2026-05-23 03:00,note
GRP-XHS-6a0faa9b0000000006034d9d,xiaohongshu,158 53.1KG｜户外机能风穿搭,158 53.1KG｜户外机能风穿搭,2026-05-22 17:00,note
GRP-XHS-699711bb000000000a03109c,xiaohongshu,大家蹲的200r终末地男管理员cos自搭来啦,大家蹲的200r终末地男管理员cos自搭来啦,2026-02-19,note
GRP-XHS-6a0a78f80000000008000cde,xiaohongshu,穿搭｜机能风萨洛蒙,穿搭｜机能风萨洛蒙,2026-05-19,note
GRP-XHS-68ce62540000000013017c79,xiaohongshu,喵/机能风也很好看呢❗️,喵/机能风也很好看呢 ️,2025-09-20,note
GRP-XHS-69e21bb1000000001d01bf5d,xiaohongshu,男生夏季一周穿搭分享丨无脑抄作业,男生夏季一周穿搭分享丨无脑抄作业,2026-04-17,note
GRP-XHS-69907159000000001a025379,xiaohongshu,170cm男生初春气质穿搭|显白干净高级感穿搭,170cm男生初春气质穿搭|显白干净高级感穿搭,2026-02-14,note
GRP-XHS-68932e52000000002302cc89,xiaohongshu,超自然能力社档案｜「市井刀影」,超自然能力社档案｜「市井刀影」,2025-08-09,note
GRP-XHS-69db25c6000000001b002fe2,xiaohongshu,男生穿搭零门槛，每套都好看到失语！,男生穿搭零门槛，每套都好看到失语！,2026-04-12,note
GRP-XHS-6846aa67000000002102c7cc,xiaohongshu,长得不帅📚但穿得还行,长得不帅 但穿得还行,2025-06-09,note
GRP-XHS-68fcef62000000000702059a,xiaohongshu,海猫直播时穿的衣服品牌machine56,海猫直播时穿的衣服品牌machine56,2025-11-02,note
GRP-XHS-69a673680000000028008467,xiaohongshu,痞帅氛围感拉满，这套cityboy穿搭封神,痞帅氛围感拉满，这套cityboy穿搭封神,2026-03-03,note
GRP-XHS-68c50c83000000001c035c93,xiaohongshu,鹭卓｜二哥舞台造型鲨疯啦，一整个惊艳❗,鹭卓｜二哥舞台造型鲨疯啦，一整个惊艳,2025-09-13,note
GRP-XHS-68ca785500000000130135ad,xiaohongshu,秋季最喜欢的穿搭分享|男生,秋季最喜欢的穿搭分享|男生,2025-09-17,note
GRP-XHS-69722a62000000000903bfc5,xiaohongshu,𝗖𝗶𝘁𝘆 𝗚𝗼𝗿𝗽𝗰𝗼𝗿𝗲!!⚙️·˚ ༘,𝗖𝗶𝘁𝘆 𝗚𝗼𝗿𝗽𝗰𝗼𝗿𝗲! ️·˚ ༘,2026-01-22,note
GRP-XHS-685d1a72000000001201745d,xiaohongshu,因为永不过时,因为永不过时,2025-06-26,note
GRP-XHS-68a59f74000000001c035930,xiaohongshu,Gorpcore｜citywalk怎么拍照更出片🤳,Gorpcore｜citywalk怎么拍照更出片,2025-08-23,note
GRP-XHS-69f20d80000000002003bb47,xiaohongshu,Gorpcore｜不一样的户外穿搭,Gorpcore｜不一样的户外穿搭,2026-04-29,note
GRP-XHS-69eec6370000000035020ff4,xiaohongshu,Gorpcore 2.0！2026年户外圈集体自由壳？,Gorpcore 2.0！2026年户外圈集体自由壳？,2026-04-27,note
GRP-XHS-69e73d67000000001b002dbd,xiaohongshu,GORPCORE风格图鉴🪞,GORPCORE风格图鉴,2026-04-22,note
GRP-XHS-683052b7000000001200122c,xiaohongshu,一件冲锋衣卖断货，Gorpcore血洗时尚圈真相,一件冲锋衣卖断货，Gorpcore血洗时尚圈真相,2025-05-23,note
GRP-XHS-69e7632e000000001a02ef9c,xiaohongshu,"None
你在多大程度上会推荐他人使用网页版小红书？",None 你在多大程度上会推荐他人使用网页版小红书？,2026-04-21,note
GRP-XHS-686cb8f6000000002400fef5,xiaohongshu,3套不费力Gorpcore穿搭｜“户外脑”照搬不出错,3套不费力Gorpcore穿搭｜“户外脑”照搬不出错,2025-07-08,note
GRP-XHS-69f1dea30000000022025413,xiaohongshu,💬 𝙳𝚊𝚒𝚕𝚢 𝚠𝚊𝚕𝚔,𝙳𝚊𝚒𝚕𝚢 𝚠𝚊𝚕𝚔,2026-04-29,note
GRP-XHS-688755ec000000002001bfe0,xiaohongshu,Gorpcore一下,Gorpcore一下,2025-07-29,note
GRP-XHS-6a03008c0000000006021e75,xiaohongshu,城市机能🌪️ *.** Gorpcore outfit,城市机能 ️ *.** Gorpcore outfit,2026-05-18,note
GRP-XHS-698081d70000000021030a28,xiaohongshu,𝟭𝟳𝟯/𝟭𝟱𝟬🗻日常轻户外Gorpcore,𝟭𝟳𝟯/𝟭𝟱𝟬 日常轻户外Gorpcore,2026-02-02,note
GRP-XHS-687a413f000000002203f377,xiaohongshu,ROA创意总监离职创业❓｜小众品牌分享,ROA创意总监离职创业 ｜小众品牌分享,2025-07-18,note
GRP-XHS-685cfe9d000000000b02c36b,xiaohongshu,进沪务工准备中…,进沪务工准备中…,2025-06-26,note
GRP-XHS-68877d1e0000000025011010,xiaohongshu,户外—-失序运动风,户外—-失序运动风,2025-07-28,note
GRP-XHS-685d621e000000001d00fea5,xiaohongshu,Gorpcore fit⛰️帅气户外冲锋衣穿搭！,Gorpcore fit ️帅气户外冲锋衣穿搭！,2025-06-26,note
GRP-XHS-6a0d78f200000000060234d1,xiaohongshu,原来户外圈也有MBTI测测你是G人？还是T人！,原来户外圈也有MBTI测测你是G人？还是T人！,2026-05-21,note
GRP-XHS-6863e5b5000000001202f410,xiaohongshu,户外帅一下,户外帅一下,2025-07-01,note
GRP-XHS-69fde9270000000038036eb7,xiaohongshu,入夏前奏｜五月好物推荐,入夏前奏｜五月好物推荐,2026-05-08,note
GRP-XHS-6a0ee34d000000000702bd9f,xiaohongshu,𝑜𝑜𝑡𝑑 in Gorpcore🩶日常山系轻机能风,𝑜𝑜𝑡𝑑 in Gorpcore 日常山系轻机能风,2026-05-22,note
GRP-XHS-692ec0f4000000001f00490d,xiaohongshu,Gorpcore ootd｜户外日常🍁🐾₊⁺,Gorpcore ootd｜户外日常 ₊⁺,2025-12-02,note
GRP-XHS-69ede6b400000000220283c3,xiaohongshu,夏日球衣界的GOAT正式登场,夏日球衣界的GOAT正式登场,2026-04-26,note
GRP-XHS-696b6bd7000000000e03f2b6,xiaohongshu,38+👩｜周末穿Gorpcore去零下6度里citywalk,38+ ｜周末穿Gorpcore去零下6度里citywalk,2026-01-18,note
GRP-XHS-69f21772000000003701d4ba,xiaohongshu,你最爱的HOKA是哪双？,你最爱的HOKA是哪双？,2026-04-29,note
GRP-XHS-693ab0b6000000001f005bfb,xiaohongshu,你穿的户外Gorpcore风是这样来的？🤫,你穿的户外Gorpcore风是这样来的？,2025-12-11,note
GRP-XHS-69ff4cde000000003502365c,xiaohongshu,开始想念山里的空气了,开始想念山里的空气了,2026-05-09,note
GRP-XHS-6a05b98200000000380205a2,xiaohongshu,Gorpcore ｜韩系🎀穿搭灵魂标配,Gorpcore ｜韩系 穿搭灵魂标配,2026-05-21,note
GRP-XHS-69db25c6000000001b002fe2,xiaohongshu,男生穿搭零门槛，每套都好看到失语！,男生穿搭零门槛，每套都好看到失语！,2026-04-12,note
GRP-XHS-692ffcd0000000000d03af2b,xiaohongshu,今年最后一次攀登,今年最后一次攀登,2026-05-01,note
GRP-XHS-68bbef51000000001b0345b5,xiaohongshu,当你像鸟飞往你的山,当你像鸟飞往你的山,2025-09-06,note
GRP-XHS-683437710000000021008566,xiaohongshu,你的“骆驼🐫”已上线…,你的“骆驼 ”已上线…,2025-05-26,note
GRP-XHS-68835e78000000002400cc99,xiaohongshu,闯进现实版“绿野仙踪”,闯进现实版“绿野仙踪”,2025-07-28,note
GRP-XHS-69d20d15000000001d01e8ae,xiaohongshu,适合早春假期的穿搭风格🍃City Gorpcore,适合早春假期的穿搭风格 City Gorpcore,2026-04-05,note
GRP-XHS-6a0940aa000000000803f9e3,xiaohongshu,"None
你在多大程度上会推荐他人使用网页版小红书？",None 你在多大程度上会推荐他人使用网页版小红书？,2026-05-18,note
GRP-XHS-6936cb07000000001e0062c4,xiaohongshu,记录1️⃣次山野徒步,记录1️⃣次山野徒步,2025-12-10,note
GRP-XHS-6a02ee460000000038037c4e,xiaohongshu,#街头机能美学,#街头机能美学,2026-05-12,note
GRP-XHS-68442fd9000000002300c389,xiaohongshu,帅就完了,帅就完了,2025-06-08,note
GRP-XHS-6a0c3bbd0000000006022c83,xiaohongshu,OOTD｜今日工装boy,OOTD｜今日工装boy,2026-05-20,note
GRP-XHS-69ecc624000000001f0000ed,xiaohongshu,请选择你的户外穿搭！,请选择你的户外穿搭！,2026-04-25,note
GRP-XHS-6a0d81eb000000003502dcf1,xiaohongshu,变成葱吧！我！,变成葱吧！我！,2026-05-21,note
GRP-XHS-69d3a506000000001d01bf7c,xiaohongshu,在外如何一眼记住你,在外如何一眼记住你,2026-04-06,note
GRP-XHS-69259203000000001e0372c2,xiaohongshu,城市也能实现徒步十公里,城市也能实现徒步十公里,2025-11-25,note
GRP-XHS-6975edd2000000002800b5c8,xiaohongshu,Gorpcore风｜春季松弛感穿搭,Gorpcore风｜春季松弛感穿搭,2026-01-25,note
GRP-XHS-69ee18a6000000001f00585d,xiaohongshu,Nouveau Project SS26,Nouveau Project SS26,2026-04-26,note
GRP-XHS-683e7d20000000002100c440,xiaohongshu,*Gorpcore|解锁城市户外穿搭🧗,*Gorpcore|解锁城市户外穿搭,2025-06-03,note
GRP-XHS-6a0ed78f0000000035022f85,xiaohongshu,一键解锁gorpcore穿搭,一键解锁gorpcore穿搭,2026-05-22,note
GRP-XHS-6900448b0000000005002ba0,xiaohongshu,很冷的感觉…,很冷的感觉…,2025-11-03,note
GRP-XHS-69bf6e53000000001f00420d,xiaohongshu,超帅的冲锋背心,超帅的冲锋背心,2026-03-22,note
GRP-XHS-69fca9a40000000023016bdf,xiaohongshu,保持向上的态度☁️,保持向上的态度 ️,2026-05-07,note
GRP-XHS-68694b7e0000000012023f13,xiaohongshu,轻户外穿搭🍃|2025年夏季流行趋势,轻户外穿搭 |2025年夏季流行趋势,2025-07-05,note
GRP-XHS-69e5fad4000000001f004b26,xiaohongshu,把野生颓废感穿到极致的男人「Softcore」,把野生颓废感穿到极致的男人「Softcore」,2026-04-20,note
GRP-XHS-6a0f0ad9000000003701c81e,xiaohongshu,战术穿搭119,战术穿搭119,2026-05-22,note
GRP-XHS-6a01aea70000000007021ee1,xiaohongshu,户外Gorpcore ｜夏日运动，轻薄又防晒☀️,户外Gorpcore ｜夏日运动，轻薄又防晒 ️,2026-05-15,note
GRP-XHS-69b6b7dc000000002800a698,xiaohongshu,"None
你在多大程度上会推荐他人使用网页版小红书？",None 你在多大程度上会推荐他人使用网页版小红书？,2026-03-15,note
GRP-XHS-68cab82e000000000e033c94,xiaohongshu,继续,继续,2025-09-17,note
GRP-XHS-6a08700700000000070298e2,xiaohongshu,"None
你在多大程度上会推荐他人使用网页版小红书？",None 你在多大程度上会推荐他人使用网页版小红书？,2026-05-17,note
GRP-XHS-6a0d7a39000000000702b101,xiaohongshu,今天够翠绿的,今天够翠绿的,2026-05-21,note
GRP-XHS-6a0fd65e0000000007010d85,xiaohongshu,📷 “你抓吧”,“你抓吧”,2026-05-22 20:00,note
GRP-XHS-69e7248f000000002102dd79,xiaohongshu,山野男孩的自然感📸,山野男孩的自然感,2026-04-21,note
GRP-XHS-6a0be8fa000000000702cc93,xiaohongshu,来香山跑零号线,来香山跑零号线,2026-05-20,note
GRP-XHS-6870eeb30000000010025b35,xiaohongshu,FILA足迹｜今夏Gorpcore穿搭指南.zip,FILA足迹｜今夏Gorpcore穿搭指南.zip,2025-07-11,note
GRP-XHS-6a0429160000000036018955,xiaohongshu,None,None,2026-05-13,note
GRP-XHS-6a104309000000000803ebe0,xiaohongshu,Backpack｜为啥这么多人喜欢Gregory nano20,Backpack｜为啥这么多人喜欢Gregory nano20,2026-05-23 04:00,note
GRP-XHS-68f6083c000000000703242f,xiaohongshu,Gorpcore户外时髦精 👣,Gorpcore户外时髦精,2025-10-22,note
GRP-XHS-69d11b3100000000220032d6,xiaohongshu,GNF图文纯享~,GNF图文纯享~,2026-04-04,note
GRP-XHS-6a0d2a7e00000000060310e8,xiaohongshu,真要成猴子🐒了,真要成猴子 了,2026-05-21,note
GRP-XHS-6a0ed2bb000000000803cd34,xiaohongshu,gorpcore夏日轻户外,gorpcore夏日轻户外,2026-05-22,note
GRP-XHS-6a0d34f40000000007022e4b,xiaohongshu,Gorpcore｜在绿野间漫步🍃,Gorpcore｜在绿野间漫步,2026-05-21,note
GRP-XHS-6a03b44f000000003701e815,xiaohongshu,小哥的GRPO经验之谈！太干了,小哥的GRPO经验之谈！太干了,2026-05-13,note
GRP-XHS-69f08beb0000000035022b23,xiaohongshu,高海拔徒步定装照,高海拔徒步定装照,2026-04-28,note
GRP-XHS-6a0a56280000000008001c9d,xiaohongshu,Gorpcore｜条纹控的夏天来咯,Gorpcore｜条纹控的夏天来咯,2026-05-19,note
GRP-XHS-69f1cf5200000000350389b9,xiaohongshu,光看我跑 你不打算追一下吗？,光看我跑 你不打算追一下吗？,2026-04-29,note
GRP-XHS-684bf88e000000002102d871,xiaohongshu,📷定格边佑锡的夏日胶片日志,定格边佑锡的夏日胶片日志,2025-06-16,note
GRP-XHS-68c37ba0000000001d02c498,xiaohongshu,【Qwen】GSPO：让大模型RLHF进入新纪元,【Qwen】GSPO：让大模型RLHF进入新纪元,2025-09-12,note
GRP-XHS-6a0c5cb2000000003502e4b5,xiaohongshu,户外服装厂日常｜波澜不惊的日复一日🧚🏻‍♀️,户外服装厂日常｜波澜不惊的日复一日 ‍ ️,2026-05-20,note
GRP-XHS-6a05510b0000000036031cbe,xiaohongshu,None,None,2026-05-14,note
GRP-XHS-6a0aa1b7000000003601ec65,xiaohongshu,ootd｜美式街头夏日穿搭,ootd｜美式街头夏日穿搭,2026-05-21,note
GRP-XHS-6a07567c000000000800167d,xiaohongshu,世首萌,世首萌,2026-05-17,note
GRP-XHS-687616360000000024008944,xiaohongshu,爱你们希望你们喜欢,爱你们希望你们喜欢,2025-07-15,note
GRP-XHS-69fc8174000000001f005fe7,xiaohongshu,Patagonia SST飞钓夹克｜山系Gorpcore毕业款,Patagonia SST飞钓夹克｜山系Gorpcore毕业款,2026-05-07,note
GRP-XHS-69fd66fd000000003601d750,xiaohongshu,始祖鸟5月新品 山系穿搭终于开始高级起来了,始祖鸟5月新品 山系穿搭终于开始高级起来了,2026-05-08,note
GRP-XHS-6a0a63a4000000000803e2f7,xiaohongshu,现身,现身,2026-05-19,note
GRP-XHS-6a0ee0480000000035039a6c,xiaohongshu,《不去跑山也能穿 越野跑鞋捕获都市潮人》,《不去跑山也能穿 越野跑鞋捕获都市潮人》,2026-05-22,note
GRP-XHS-698c2730000000001a029b8f,xiaohongshu,🇨🇦加拿大小狗狗火在巴西🇧🇷,🇨🇦加拿大小狗狗火在巴西🇧🇷,2026-02-11,note
