Image_ID,note_id,Pockets,Zipper_Type,Drawcord,Buckle,Reflective,Hood,Fit,Scenario,Visual_Weight,Component_Source,Component_Confidence,Component_Notes
GRP-XHS-69214da4000000001f00aa7a-02,69214da4000000001f00aa7a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69a1a6c0000000001a0290d9-01,69a1a6c0000000001a0290d9,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-683ec114000000002300dde0-01,683ec114000000002300dde0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-683ec114000000002300dde0-02,683ec114000000002300dde0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-683ec114000000002300dde0-03,683ec114000000002300dde0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-683ec114000000002300dde0-05,683ec114000000002300dde0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-683ec114000000002300dde0-07,683ec114000000002300dde0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69c7b3450000000020039ccc-01,69c7b3450000000020039ccc,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-01,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-02,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-03,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-04,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-05,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-06,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68da4ee6000000001101da8b-07,68da4ee6000000001101da8b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69d10431000000001b0025ee-01,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-02,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-03,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-04,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-05,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-06,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-07,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-08,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-09,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-10,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69d10431000000001b0025ee-11,69d10431000000001b0025ee,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-01,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-06,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-07,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-08,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-09,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-10,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-11,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-12,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6964a74c000000002202c56c-14,6964a74c000000002202c56c,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68e8a98f000000000700d9b4-03,68e8a98f000000000700d9b4,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69b4ec21000000002200ed5b-01,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-02,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-03,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-04,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-05,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-06,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-07,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69b4ec21000000002200ed5b-08,69b4ec21000000002200ed5b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69734679000000002202d5e2-01,69734679000000002202d5e2,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69734679000000002202d5e2-02,69734679000000002202d5e2,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69734679000000002202d5e2-03,69734679000000002202d5e2,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69734679000000002202d5e2-04,69734679000000002202d5e2,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69734679000000002202d5e2-05,69734679000000002202d5e2,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69cdbae90000000021013a1d-01,69cdbae90000000021013a1d,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69cdbae90000000021013a1d-02,69cdbae90000000021013a1d,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69cdbae90000000021013a1d-03,69cdbae90000000021013a1d,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69cdbae90000000021013a1d-04,69cdbae90000000021013a1d,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69cdbae90000000021013a1d-05,69cdbae90000000021013a1d,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a0423830000000036033a57-01,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-02,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-03,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-04,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-05,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-06,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-07,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-08,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0423830000000036033a57-09,6a0423830000000036033a57,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69169e58000000000703ab3b-01,69169e58000000000703ab3b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-694be601000000001f00792e-01,694be601000000001f00792e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-694be601000000001f00792e-02,694be601000000001f00792e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-694be601000000001f00792e-03,694be601000000001f00792e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-688223c8000000001203365b-01,688223c8000000001203365b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-01,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-02,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-03,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-04,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-05,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-06,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-07,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684be38f000000002202869a-08,684be38f000000002202869a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-01,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-03,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-04,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-05,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-06,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-07,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-08,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-09,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-10,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-11,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68e99da2000000000700a15f-12,68e99da2000000000700a15f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69ee2200000000001a035186-02,69ee2200000000001a035186,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69ee2200000000001a035186-03,69ee2200000000001a035186,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69ee2200000000001a035186-04,69ee2200000000001a035186,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69ee2200000000001a035186-05,69ee2200000000001a035186,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69ee2200000000001a035186-06,69ee2200000000001a035186,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69f1a2c3000000002003bd4e-01,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-02,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-03,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-04,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-05,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-06,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-07,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-08,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-09,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f1a2c3000000002003bd4e-10,69f1a2c3000000002003bd4e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6840e849000000000f031564-01,6840e849000000000f031564,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6840e849000000000f031564-02,6840e849000000000f031564,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a02f9f4000000003501da73-01,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-02,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-04,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-05,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-06,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-07,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a02f9f4000000003501da73-08,6a02f9f4000000003501da73,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0c6070000000000803cef0-01,6a0c6070000000000803cef0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-698c2408000000000b010188-01,698c2408000000000b010188,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-01,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-02,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-03,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-04,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-05,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-06,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a303ed000000001d02c3c5-07,68a303ed000000001d02c3c5,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68f236ae00000000050023e3-01,68f236ae00000000050023e3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
