Image_ID,note_id,Source_ID,keyword,title_text,raw_text,publish_time_resolved,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Pockets,Zipper_Type,Drawcord,Buckle,Reflective,Hood,Fit,Scenario,Visual_Weight,Text_Keywords,Text_Pain_Points,Text_Sentiment,Text_Sentiment_Score,Text_Color_Terms,Text_Material_Terms,Text_Function_Terms,Text_Scenario_Terms,Gorpcore_Relevance,Final_Confidence,Component_Source,Component_Confidence,Color_Extraction_Status
GRP-XHS-68b41359000000001c00e570-08,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_08.webp,#F8FAFA,#CBD0CC,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-09,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_09.webp,#87898B,#656769,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-10,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_10.webp,#D0D5D0,#EDF1EE,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-11,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_11.webp,#E9EDE9,#3D3D40,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-12,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_12.webp,#F7F8F7,#76767A,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-14,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_14.webp,#F7F9F5,#1C1E20,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68b41359000000001c00e570-15,68b41359000000001c00e570,GRP-XHS-68b41359000000001c00e570,#机能风穿搭,就以机能风拽酷入秋🎱,就以机能风拽酷入秋🎱,2025-09-10,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b41359000000001c00e570/image_15.webp,#F0F3EF,#3D3D3D,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-01,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_01.webp,#16171B,#838280,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-02,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_02.webp,#DEE1DF,#858785,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-03,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_03.webp,#0E1013,#DBDEDD,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-04,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_04.webp,#121418,#D8D7D5,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-05,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_05.webp,#111317,#D9DBD9,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-06,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_06.webp,#D6D6D1,#0E1013,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-07,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_07.webp,#D6D9D6,#85847F,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-08,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_08.webp,#111317,#83827F,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-09,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_09.webp,#DBDFDF,#828282,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-10,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_10.webp,#D7DAD7,#B3B4B0,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-11,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_11.webp,#171619,#E0E0DC,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-13,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_13.webp,#D2D4D3,#787671,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-14,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_14.webp,#86847F,#D4D9DA,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-15,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_15.webp,#B6B7B6,#D9DDDD,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-16,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_16.webp,#D9DBD8,#0B0E12,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-17,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_17.webp,#565656,#898B89,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6974594d000000001a034f55-18,6974594d000000001a034f55,GRP-XHS-6974594d000000001a034f55,#机能风穿搭,早秋｜中性风穿搭合集,早秋｜中性风穿搭合集,2026-01-24,Dataset/xhs/xiaohongshu_images/机能风穿搭/6974594d000000001a034f55/image_18.webp,#101214,#DCDDD9,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69214da4000000001f00aa7a-01,69214da4000000001f00aa7a,GRP-XHS-69214da4000000001f00aa7a,#机能风穿搭,服装设计效果图分享,服装设计效果图分享,2025-11-22,Dataset/xhs/xiaohongshu_images/机能风穿搭/69214da4000000001f00aa7a/image_01.webp,#F6F8F6,#0C0D0D,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69214da4000000001f00aa7a-02,69214da4000000001f00aa7a,GRP-XHS-69214da4000000001f00aa7a,#机能风穿搭,服装设计效果图分享,服装设计效果图分享,2025-11-22,Dataset/xhs/xiaohongshu_images/机能风穿搭/69214da4000000001f00aa7a/image_02.webp,#F3F5F2,#0A0B0A,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69a1a6c0000000001a0290d9-01,69a1a6c0000000001a0290d9,GRP-XHS-69a1a6c0000000001a0290d9,#机能风穿搭,Techwear 天花板 | 这才是男生该有的未来感,Techwear 天花板 | 这才是男生该有的未来感,2026-02-27,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a1a6c0000000001a0290d9/image_01.webp,#CCD0D0,#232528,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-683ec114000000002300dde0-01,683ec114000000002300dde0,GRP-XHS-683ec114000000002300dde0,#机能风穿搭,夏日黑灰机能风｜OOTD,夏日黑灰机能风｜OOTD,2025-06-03,Dataset/xhs/xiaohongshu_images/机能风穿搭/683ec114000000002300dde0/image_01.webp,#868685,#676564,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风 | 灰 | 黑,,neutral,,灰 | 黑,,,,,,unknown,0.0,ok
GRP-XHS-683ec114000000002300dde0-02,683ec114000000002300dde0,GRP-XHS-683ec114000000002300dde0,#机能风穿搭,夏日黑灰机能风｜OOTD,夏日黑灰机能风｜OOTD,2025-06-03,Dataset/xhs/xiaohongshu_images/机能风穿搭/683ec114000000002300dde0/image_02.webp,#646463,#484848,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风 | 灰 | 黑,,neutral,,灰 | 黑,,,,,,unknown,0.0,ok
GRP-XHS-683ec114000000002300dde0-03,683ec114000000002300dde0,GRP-XHS-683ec114000000002300dde0,#机能风穿搭,夏日黑灰机能风｜OOTD,夏日黑灰机能风｜OOTD,2025-06-03,Dataset/xhs/xiaohongshu_images/机能风穿搭/683ec114000000002300dde0/image_03.webp,#DCDDDC,#C9C9C8,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风 | 灰 | 黑,,neutral,,灰 | 黑,,,,,,unknown,0.0,ok
GRP-XHS-683ec114000000002300dde0-05,683ec114000000002300dde0,GRP-XHS-683ec114000000002300dde0,#机能风穿搭,夏日黑灰机能风｜OOTD,夏日黑灰机能风｜OOTD,2025-06-03,Dataset/xhs/xiaohongshu_images/机能风穿搭/683ec114000000002300dde0/image_05.webp,#DADAD9,#B8B5B3,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风 | 灰 | 黑,,neutral,,灰 | 黑,,,,,,unknown,0.0,ok
GRP-XHS-683ec114000000002300dde0-07,683ec114000000002300dde0,GRP-XHS-683ec114000000002300dde0,#机能风穿搭,夏日黑灰机能风｜OOTD,夏日黑灰机能风｜OOTD,2025-06-03,Dataset/xhs/xiaohongshu_images/机能风穿搭/683ec114000000002300dde0/image_07.webp,#1B1E19,#454B42,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,机能风 | 灰 | 黑,,neutral,,灰 | 黑,,,,,,unknown,0.0,ok
GRP-XHS-69c7b3450000000020039ccc-01,69c7b3450000000020039ccc,GRP-XHS-69c7b3450000000020039ccc,#机能风穿搭,“嘘，你听…”,“嘘，你听…”,2026-03-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69c7b3450000000020039ccc/image_01.webp,#D3D3D6,#C0C2C8,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-01,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_01.webp,#D3DEE8,#26272A,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-02,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_02.webp,#24262A,#DDE4E9,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-03,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_03.webp,#D4E1E9,#212125,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-04,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_04.webp,#C5D5E5,#94AACC,blue,blue,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-05,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_05.webp,#1D1B1D,#DAE4EB,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-06,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_06.webp,#E0E7EC,#26282A,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68da4ee6000000001101da8b-07,68da4ee6000000001101da8b,GRP-XHS-68da4ee6000000001101da8b,#机能风穿搭,就穿复古未来感这样循环xg的新歌GALA｜OOTD,就穿复古未来感这样循环xg的新歌GALA｜OOTD,2025-10-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/68da4ee6000000001101da8b/image_07.webp,#D3DEE6,#27272A,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69d10431000000001b0025ee-01,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_01.webp,#1B1D1D,#C2C5C6,black,black,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-02,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_02.webp,#A3977B,#CDD0CC,khaki,khaki_or_beige,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-03,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_03.webp,#282727,#0F0E0E,black,black,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-04,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_04.webp,#D7DBDF,#16171B,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-05,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_05.webp,#111413,#212926,black,black,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-06,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_06.webp,#B5B8BB,#141415,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69d10431000000001b0025ee-07,69d10431000000001b0025ee,GRP-XHS-69d10431000000001b0025ee,#机能风穿搭,解构主义机能风：重新定义户外服装,解构主义机能风：重新定义户外服装,2026-04-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69d10431000000001b0025ee/image_07.webp,#FEFEFE,#7A8285,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,机能风 | 户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
